id,name,card_no,card_provider,shop_no,shop_name,loc,prd_name,price,result,txdate
hyeonjeongan,ê¹,3.03679E+13,American Express,25690139,¥ì_____ë¡__,"37.5142, 127.1155",ì¦__¬ê_¬ì_,15000,¹ì_,2022.11.29 10:12
yeongja06,´ì,2.7076E+15,JCB 16 digit,16606162,ê³µì°¨,"37.5547, 126.9695",ê³_¸°ë§__êµ,6500,¹ì_,2022.12.2 12:19
hwangbyeongceol,ë°±ì_ê¸,4.93057E+15,VISA 16 digit,23829685,ë§¥ì£¼__,"37.5097, 127.1062",ë§¤ì_,11250,¹ì_,2022.12.4 10:20
yunminji,ê¶_²½,5.50978E+15,American Express,20925162,ê´__êµ,"37.5694, 126.9893",ì¹¼êµ­,4000,¹ì_,2022.11.28 12:44
minjunseo,ì£¼ì,4.76967E+18,VISA 13 digit,16393843,ë°__¤ë_ì£¼ê³°,"37.5412, 126.8894",ê¹ì¹__ê°,5000,¹ì_,2022.12.4 6:55
oseungmin,´ì_,4.1398E+18,VISA 13 digit,20858884,JSê°,"37.5104, 127.01",¼ê²¹,12500,¹ì_,2022.11.29 8:29
sonjaehyeon,ë°_,4.24858E+15,VISA 16 digit,12508272,¬ë¦¬¤í_____ë¨¸ì_,"37.575, 126.9812",__ê¸°êµ­ë°,8000,¹ì_,2022.12.5 5:22
iogja,_,3.7032E+14,American Express,25313291,ì°_¹µ´ë_ë§__,"37.495, 126.9848",__,8000,¹ì_,2022.12.2 18:21
ijo,ê¹_£¼,4.29842E+12,JCB 15 digit,24575160,¸ë_,"37.5704, 127.0087",ì»¤í_,4000,¹ì_,2022.12.4 21:11
sbaeg,´ì,4.47344E+15,VISA 16 digit,22984342,,"37.5782, 127.056",__(ì¤),15000,¹ì_,2022.12.3 15:08
jeongho84,__,3.53778E+15,VISA 16 digit,25569609,¤ì_ì²_¦¬¼ë_ë¦,"37.5481, 127.0159",ì§¬ë_,5000,¹ì_,2022.12.5 22:47
eungyeonggim,_ê²,4.7942E+15,JCB 15 digit,24152298,__,"37.5596, 126.9439",ë¹__ë°,4000,¹ì_,2022.12.3 0:39
jeongsun82,ë°±ì_,6.01195E+15,Discover,25580450,¥ì_ê½__,"37.5728, 127.0734",_³µ__ë£(ë°_),4000,¹ì_,2022.12.3 19:15
yejino,__,4.25907E+18,VISA 19 digit,15954770,©ë³´____¬ì_ë¶,"37.5807, 127.0363",__´ì_êµ,7000,¹ì_,2022.11.30 11:36
gimjuweon,¤ì_,4.28592E+15,JCB 16 digit,15998072,¥ì,"37.5032, 127.1395",__ì°__,5000,¹ì_,2022.11.29 20:32
boram08,´ë,3.51429E+15,VISA 16 digit,24609348,¤ë___,"37.6378, 126.9369",ë¹__ë© ,5000,¹ì_,2022.11.28 20:27
ancunja,ê¹__,3.86931E+13,VISA 16 digit,25865900,ë°°ì_¨ë_ë¹__31,"37.6265, 127.062",ê¹ì¹__ê°_°±ë°,5000,¹ì_,2022.12.1 5:09
jiyeong72,_²½,4.01034E+12,American Express,24813221,¸ì_ë·°ë__,"37.5532, 126.9272",¤ë___,5000,¹ì_,2022.12.4 12:13
junho21,´í_ì£,2.13184E+14,VISA 19 digit,26161558,ë¬´ìê°___³µ,"37.5594, 126.9762",_©´(ë¬),3000,¹ì_,2022.12.3 7:14
baegjeongsun,ë°_,3.56926E+15,JCB 16 digit,24967645,ë¹_,"37.6415, 127.0254",ë¯¸ì_ë£(ì»¤í_),7000,¹ì_,2022.12.4 10:52
ojongsu,ê¹ì§,5.22694E+15,JCB 16 digit,11820650,ë¦¼ì_,"37.5686, 126.9083",__ì°__,6000,¹ì_,2022.11.29 1:06
jiyeong00,´ë_,4.05352E+15,Mastercard,23318430,¨ë_¨ì_°í_,"37.5665, 126.9303",ì»¤í_,3000,¹ì_,2022.12.5 2:27
seonghyeon75,ê°_,4.98782E+12,VISA 19 digit,20002342,_¨¸__,"37.482, 127.1269",ë§____ë¹_°¥,6000,¹ì_,2022.12.4 8:54
fbag,__,4.34292E+15,VISA 16 digit,24627894,´í_ì§ë®¤ì___êµ__,"37.6642, 127.0546",ê¹ì¹__ê°,7000,¹ì_,2022.11.28 10:40
eunseogim,ë°±ì_,3.48479E+14,Maestro,17262756,ì¹´ë_,"37.5088, 127.0354",±ì_(__.600g),25000,¹ì_,2022.11.30 22:58
hyejin09,´ì_,3.57346E+15,JCB 15 digit,24298587,ê¸__ê³¨í_¤ì¿¨,"37.5599, 126.8455",ì»¤í_,6000,¹ì_,2022.11.29 19:41
jeonghungang,ê°__ì²,2.25759E+15,Discover,20672318,__ê¸°ë_ì§,"37.559, 126.9572",¼ê²¹(êµ_200g),10000,¹ì_,2022.11.29 23:55
munyeonghyi,__,4.53629E+15,Mastercard,25659938,ë§__ê°,"37.5586, 126.9569",ë¿_¦¬¼ì_,25000,¹ì_,2022.12.3 11:15
dohyeoni,__,4.66904E+12,VISA 16 digit,22422684,ëª____,"37.5323, 126.8649",ì»¤í_,7000,¹ì_,2022.12.1 8:13
gimyeongsun,ê¹ì§ë¯,4.76152E+18,Maestro,24494611,__,"37.5829, 127.0421",__ì°__ë°±ë_,4500,¹ì_,2022.12.4 20:10
ogim,ê³_²½,1.80023E+14,VISA 13 digit,16341690,¤ë_,"37.5761, 126.9903",__,20000,¹ì_,2022.12.2 8:59
eunseoi,ë°__ì¤,4.50047E+15,Mastercard,12581535,__´ë_,"37.6084, 127.0287",__ë³¶ì_,6000,¹ì_,2022.11.30 11:25
hcoe,¤ì_,4.13668E+12,VISA 16 digit,16676433,¡ì_ê°__,"37.6558, 127.0154",__ì°__,7000,¹ì_,2022.12.4 7:54
oyeonggil,ë°±ì_,2.13146E+14,Discover,26377287,¥ì¶©__ì¡±ë_,"37.6236, 126.9171",ì»¤í_,8000,¹ì_,2022.12.2 7:56
coesugja,ê¹__,4.11692E+12,VISA 19 digit,26186417,ë³__ì£¼ì_,"37.5058, 126.8914",__,20000,¹ì_,2022.12.5 21:33
minjungo,ê°__,6.76E+11,American Express,24301702,¤ëª¨,"37.5086, 127.0435",´ì_ë£(__),7000,¹ì_,2022.12.5 13:23
minji19,ê¹__,3.00349E+13,Maestro,11911994,__ë¯,"37.5664, 126.9463",¼ê²¹(200g),6000,¹ì_,2022.12.1 13:30
mijeong56,__,6.01122E+15,VISA 16 digit,11770897,ë°_°½_³µ±í_,"37.5572, 127.0419",_³µ __ë£,4000,¹ì_,2022.12.3 5:01
jinho10,¤ì_,6.58595E+15,JCB 15 digit,16969025,´ì,"37.5068, 127.1053",__êµ_,3500,¹ì_,2022.12.4 7:37
seongmin99,ë°_,2.13141E+14,VISA 13 digit,24462510,____,"37.6141, 127.0159",__,25000,¹ì_,2022.12.4 22:52
gimseoyun,êµ¬ì,5.57319E+15,JCB 16 digit,26349875,_¦¼____,"37.5702, 127.0256",ë¯¸ì_ë£(ì»¤í_),5000,¹ì_,2022.11.30 11:30
xyun,ë°_ì¤,2.131E+14,Discover,14336506,ê³µê_,"37.5196, 127.0226",ì½©ë_ë¬¼í_¥êµ­,4000,¹ì_,2022.12.2 21:59
scoe,´ëê²,5.01832E+11,Diners Club / Carte Blanche,20782062,____,"37.5477, 126.8338",¤ë_,7000,¹ì_,2022.12.2 4:51
sangho15,ê¹¬í_,3.05087E+13,VISA 19 digit,20477729,´í___,"37.4893, 127.0542",ê³__´êµ¬,7000,¹ì_,2022.12.2 19:40
sunja74,´ê²½,6.75937E+11,VISA 13 digit,12279443,__ê¸°ê_,"37.5676, 126.9997",ì§¬ë_,3000,¹ì_,2022.11.29 22:52
gimjimin,ê¶__,4.40868E+15,Maestro,14151694,__ë°__,"37.5697, 126.9822",ì²µ­ ,6000,¹ì_,2022.11.30 9:50
iseohyeon,__,2.70644E+15,American Express,21884633,__³µ¸ì_ê°__¬ë¬´,"37.4969, 126.9535",´ë_,8000,¹ì_,2022.12.4 11:46
donghyeon92,¡ì_,2.13157E+14,Discover,24402185,__ë¦¬ë_µ­´ê_µì_,"37.6151, 127.0255",__,6000,¹ì_,2022.12.4 6:07
miyeong21,ë°_,3.71056E+14,VISA 16 digit,14528031,¨ì_¸ì_,"37.675, 127.0582",ì¹__,8000,¹ì_,2022.12.4 5:21
gryu,¤ì_ì§,6.39053E+11,Mastercard,11946904,ë¹__,"37.5359, 126.8795",__ì°__,6000,¹ì_,2022.12.3 22:06
iyeweon,¤ì_,6.30409E+11,JCB 16 digit,12088887,_§¬ë½,"37.5248, 126.853",ì»¤í_,6000,¹ì_,2022.12.3 19:04
bagjeongja,_,4.84962E+18,American Express,25284047,ì½_¦¬____¤í__,"37.5099, 127.0367",_©´,5000,¹ì_,2022.12.4 11:18
jeongsigsin,ë°__,3.05265E+13,Mastercard,4237202,¸ë_¼ë_ë¸,"37.5106, 127.0353",ì¹´í_¼ë_,3500,¹ì_,2022.12.4 14:47
ri,¨ì_,4.05403E+12,Mastercard,20956452,__,"37.4889, 127.052",_êµ,7000,¹ì_,2022.12.3 5:23
hayun97,__,4.64298E+15,VISA 16 digit,26196034,ë¶_°½___,"37.4625, 127.0369",ì¹__,9000,¹ì_,2022.12.5 12:25
whong,´ì_,4.81257E+12,Discover,20847038,ë¶¥ì¹´¼í,"37.4905, 126.9908",±ì_,17000,¹ì_,2022.12.3 0:47
jieun74,__,3.58645E+15,American Express,20838869,____,"37.4974, 126.953",_©´,6000,¹ì_,2022.11.29 15:08
yunjeongnam,¤ì£¼,4.90134E+12,VISA 16 digit,24462438,_¸°ì¶__ë¬¼ê³µ__,"37.579, 127.0391",ì§¬ë_,5000,¹ì_,2022.12.5 12:18
hyeonu04,ë°__ì§,2.28895E+15,American Express,26261766,____,"37.5441, 126.9705",ì»·í_(±ì_),6000,¹ì_,2022.12.1 8:02
seonyeong22,´ê_,6.75935E+11,VISA 16 digit,20021579,¼ì_¤ì¿¨¹ì_,"37.5319, 126.9011",__,35000,¹ì_,2022.11.28 19:34
jeonghyi71,¥ì_,4.31266E+15,VISA 16 digit,23087728,ê¶__©ì_,"37.5364, 126.8785",ì»·í_(__),5000,¹ì_,2022.12.2 21:51
gimseonghun,ê¹__,3.58151E+15,VISA 16 digit,24889643,¼ì___,"37.5466, 126.8715",ê¹ì¹__ê°,5500,¹ì_,2022.11.28 17:54
jiyeong81,__,4.00923E+15,VISA 13 digit,25307447,ê¾¸ë_ê¸°ë_,"37.5419, 127.1345",ë°±ë_,5000,¹ì_,2022.11.30 10:52
ijihu,ê¹__,4.89101E+12,JCB 16 digit,16161787,¼ë_,"37.568, 126.8267",ì»¤í_,10000,¹ì_,2022.11.28 13:40
agim,__,5.84311E+11,American Express,16036232,____,"37.4839, 126.9535",__êµ¬ì_,5000,¹ì_,2022.11.30 6:50
nno,°ì_,3.54035E+15,Discover,25764686,__¤ì_ì¦__ê°__,"37.4846, 126.9833",ì»·í_,5000,¹ì_,2022.11.28 14:55
seojunbag,¤ì_,3.5333E+15,Maestro,23284064,18ë²_ê°_¦¬ë¯¹ì_,"37.5688, 126.9855",__,2000,¹ì_,2022.11.29 5:50
seojun92,ê¹__,2.13188E+14,American Express,24297428,ì¢__²½,"37.4893, 127.0688",__,4000,¹ì_,2022.11.29 9:24
yeweonyun,´í_,4.20596E+15,VISA 16 digit,20740722,ë¶__ë±__,"37.5151, 127.022",ì¹´í_¼ë_,3000,¹ì_,2022.12.3 9:21
yeongjini,__,6.39027E+11,Discover,26514737,____,"37.6127, 127.0331",ì¹¼êµ­,4000,¹ì_,2022.11.30 22:12
eunyeongi,êµ¬ì_,3.00131E+13,JCB 16 digit,26302933,___,"37.5942, 127.0159",ì¡°ê¸°ë§¤ì_,7000,¹ì_,2022.12.1 21:54
migyeongyun,ê³__,3.03894E+13,Mastercard,16607877,_³¨,"37.6398, 127.0261",ì¹__,8000,¹ì_,2022.11.28 20:57
ihyeonjun,¥ì_,3.75163E+14,Diners Club / Carte Blanche,14124439,___,"37.545, 126.967",__¼ìê°__(250g),13000,¹ì_,2022.11.30 17:28
yunseonyeong,ê¹ì¤,6.3041E+11,Discover,26061598,ê¼´ì_,"37.5752, 126.9847",ê¹ì¹__ê°,5000,¹ì_,2022.12.2 14:34
coeminjun,ê¶__,6.51463E+15,VISA 16 digit,20706603,_,"37.5355, 126.8472",ì»·í_(__),5000,¹ì_,2022.12.3 20:12
gweonboram,_,6.30488E+11,VISA 13 digit,21997487,¼ì_,"37.5392, 127.1284",__ë©,2500,¹ì_,2022.12.4 8:15
miyeongi,ì°¨ìì§,4.90443E+12,JCB 16 digit,17048626,°í_ê´ê¹___¦¬,"37.5885, 127.0317",¼ìê°__(200g),10000,¹ì_,2022.12.3 19:11
boram00,ê°__ì²,2.2365E+15,JCB 16 digit,26118257,¤ë__°©,"37.4956, 127.039",ì§¬ë_,4000,¹ì_,2022.11.30 13:18
migyeongbag,ìµ_£¼,3.03517E+13,Diners Club / Carte Blanche,26072226,¸ë_¸ë_ë±__,"37.6392, 127.0237",__ì°__,4000,¹ì_,2022.12.5 12:15
ean,´ì_,3.45413E+14,Maestro,19966920,ë´__ê³¨ë_ë°ë§_µ­,"37.5775, 127.0683",__ë£,4000,¹ì_,2022.11.30 0:51
bagminsu,¤ì_,3.01805E+13,VISA 16 digit,20670909,ì¢__¡ì_,"37.613, 126.9143",¼ì_(ë¶__ê¸),13900,¹ì_,2022.12.3 5:50
yunyeongho,ê³__ì£,6.75938E+11,American Express,17114236,¤ì___,"37.5415, 126.9491",__ì°__ë°±ë_,4000,¹ì_,2022.11.30 17:34
byang,¥ê_,4.73308E+12,VISA 16 digit,23497960,êµ,"37.5843, 126.9231",__ë¦¬ì¹´,2000,¹ì_,2022.12.2 19:04
eunyeonggim,´ì_,4.30812E+18,JCB 16 digit,12249344,ê½____,"37.5534, 127.0112",__ì°__,4500,¹ì_,2022.12.1 1:50
jiyeong22,__,4.37956E+18,VISA 16 digit,16321684,ì½__ëª¨ë_,"37.5048, 127.0549",____,10000,¹ì_,2022.12.2 12:41
seoyun30,ë°_,6.76229E+11,VISA 16 digit,24868258,ë§_£¨__,"37.6452, 127.0403",ì»¤í_,8000,¹ì_,2022.12.5 8:49
wcoe,¥ë,4.21441E+18,Diners Club / Carte Blanche,24545010,ê¸¸ì___,"37.6342, 126.9194",__ê¸°ì_ê°,6500,¹ì_,2022.12.4 17:30
lbag,ë°_,3.55622E+15,American Express,25436196,¤í_ë£¨ë¦¬__ë§__,"37.48, 126.999",__ì°__,5000,¹ì_,2022.12.2 21:56
jihyeongim,__,6.3049E+11,Diners Club / Carte Blanche,23341357,____¼ë_¤ì__,"37.5551, 126.922",ê¹ì¹__ê°,7000,¹ì_,2022.11.30 9:29
seoyeongcoe,©í_,3.50869E+15,Maestro,21912469,´ë__,"37.5519, 126.8508",__,30000,¹ì_,2022.12.3 0:41
agim,ê¹__,6.56965E+15,Maestro,25589573,__ì£,"37.4726, 126.899",__ë¶,6000,¹ì_,2022.11.30 7:03
gobyeongceol,¥ì_,3.01049E+13,VISA 16 digit,20022041,ë¦¼ë_ë°,"37.6509, 127.0618",ì»¤í_,12000,¹ì_,2022.11.29 12:18
minseo80,ê¹ëª__,3.74922E+14,VISA 19 digit,16111162,´ì_½í_,"37.4871, 126.9671",¸í_ë£,200,¹ì_,2022.11.30 16:20
gimsumin,ê¹__,4.24301E+15,JCB 15 digit,24983763,_µ­¸ë___,"37.4688, 126.9355",ê¹ì¹__ê°,5000,¹ì_,2022.11.30 20:35
sanghoson,ë°__,4.58956E+15,JCB 16 digit,12242818,____,"37.5701, 126.9996",ë¯¸ì_ë£(ì»¤í_),5000,¹ì_,2022.12.5 16:03
gimjinu,__,4.7462E+18,Mastercard,27716428,_´ë¦°´ì_,"37.4687, 126.9285",ë³´ë¦¬ë°,5000,¹ì_,2022.12.5 18:40
seojunbag,¤ì_,4.37673E+18,VISA 13 digit,17250227,INTOTHECAVE,"37.5338, 126.9943",ì§¬ë_,5000,¹ì_,2022.11.29 21:20
eunyeong20,´ì_ì§,3.88719E+13,American Express,20010101,¸ì_´ë¦°´ì_,"37.6763, 127.0511",ì»¤í_,7000,¹ì_,2022.12.3 2:54
ena,ê°__,3.48142E+14,JCB 15 digit,24561749,__¼ì_,"37.6083, 127.0097",ì¹¼êµ­,3500,¹ì_,2022.12.2 11:46
jihu71,__ì§,3.5253E+15,JCB 16 digit,20912752,__´ì_¬ì_¼í,"37.6129, 127.0792",ëª¨ë___ì¡°ë¦¼,40000,¹ì_,2022.12.3 7:27
ngim,__,3.55941E+15,Discover,16155947,¨ë_¤ì_,"37.5262, 126.8585",êµ_ì°,3000,¹ì_,2022.11.28 23:01
ogim,´ì_,2.29025E+15,VISA 16 digit,25822404,ì½__ë¡±ì_¬ì__ë°±í_______,"37.5081, 126.8885",__,6000,¹ì_,2022.12.3 7:11
junhyeogbaeg,__,4.55542E+12,JCB 16 digit,11935012,__´ì_,"37.4839, 127.0345",____(200g),35000,¹ì_,2022.12.5 21:57
yejinmun,ê¹ëª__,5.02063E+11,JCB 15 digit,16581685,_¸í_,"37.5139, 127.1148",ì¹´ë_°¥+°ë_,6000,¹ì_,2022.12.3 1:46
li,ë°__,3.02477E+13,JCB 16 digit,17255811,__ì¥¬ë¥´,"37.5668, 126.9797",ë¶__ê¸°ì_ê³,25000,¹ì_,2022.11.28 20:07
sugja11,¸ì_ë¯,3.05599E+13,VISA 13 digit,24589748,CU,"37.512, 126.8331",¼ê²¹(__200g),9000,¹ì_,2022.12.1 2:31
lgo,__,3.72706E+14,Discover,24593329,¤ë_ì§ë¯¸ì_êµ__,"37.668, 127.047",¼ê²¹,10000,¹ì_,2022.12.5 8:36
seonghyeon53,êµ¬ì,4.12773E+15,Discover,12311667,¤ë_,"37.5707, 127.0073",ê¹ì¹__ê°,6000,¹ì_,2022.12.4 7:17
sugjabag,ê¹__,4.60666E+15,Diners Club / Carte Blanche,25393401,¼í_ë¦¬ì²´ë¶__,"37.503, 127.0121",ì»¤í_,7000,¹ì_,2022.12.3 7:18
jihyei,´ì_,3.51223E+15,VISA 16 digit,17253351,¸í_,"37.5252, 126.9249",´ë_,5000,¹ì_,2022.11.29 1:27
yeonggil32,´ì_,3.40666E+14,VISA 16 digit,26186064,ë²§ì_¼ì_¸ê_µì_,"37.5224, 127.0576",__,20000,¹ì_,2022.12.4 22:26
ogjagim,ê¹ì¤__,4.91146E+15,JCB 15 digit,21850810,ë¡__ë¸_£¨,"37.4988, 126.8823",ì§__,4000,¹ì_,2022.12.2 19:33
gyeongsuyun,´ë,6.58269E+15,JCB 16 digit,24968348,__,"37.5592, 126.9776",__ë©,3000,¹ì_,2022.12.4 22:14
jaehyeon59,ì¡°í_ì£,4.26855E+15,VISA 13 digit,12455761,ë§¥ë________,"37.5732, 127.0151",ëª©ì_ë£(±ì_),6500,¹ì_,2022.11.30 20:35
jia71,ê¹__,6.54938E+15,JCB 16 digit,12512931,¬ì¬ì°¨,"37.5296, 126.839",ê¹ì¹__ê°,5000,¹ì_,2022.11.29 4:17
misugi,__,5.02013E+11,Maestro,26408985,ì¥¬ì___¸ë_¤í_ë¨¼í_,"37.5257, 127.0449",ì¶___ë¹(200g),10000,¹ì_,2022.12.3 16:34
hyeonui,´ì_,5.68802E+11,Maestro,11916112,µë_,"37.4754, 126.9376",ì§__ë©,3500,¹ì_,2022.12.3 22:27
sujin58,´ë_,3.52172E+15,JCB 15 digit,12321150,ì§__ê¿,"37.5594, 126.9762",ì²µ­,7000,¹ì_,2022.11.30 4:26
yeonggil12,ë°°ì,4.10804E+15,Diners Club / Carte Blanche,27710913,ê¸°ì___ì°¨ì___,"37.5764, 126.9269",ë¯¸ì_ë£(ì»¤í_),10000,¹ì_,2022.12.3 0:28
jeongsugyang,__,4.49867E+12,JCB 15 digit,21790424,____ì°¨ì¹´¼í_,"37.564, 126.9203",´ì_ë£(__),6000,¹ì_,2022.11.30 22:48
sanghoo,¥ì_,3.51784E+15,JCB 15 digit,20322778,ê³µë___ê°_ë§_¦¬,"37.6393, 127.0701",_©´,4500,¹ì_,2022.12.3 4:07
eomyeongsun,__,2.72071E+15,Diners Club / Carte Blanche,11876666,ë°__,"37.5062, 127.005",ê¹ì¹__ê°,4000,¹ì_,2022.12.1 18:57
haeuno,¤ê²½,4.9151E+15,JCB 16 digit,24431438,¡ë¦¼__,"37.579, 127.0391",_©´,7000,¹ì_,2022.11.28 22:06
ieungyeong,ê¹__,3.8562E+13,Maestro,24582213,ì§____,"37.5014, 127.0952",ì»¤í_,5000,¹ì_,2022.11.29 7:56
jimin55,ê¹ì§,4.16877E+15,American Express,17142780,__ì»¤í_,"37.5416, 126.9618",¼ê²¹,11000,¹ì_,2022.12.1 17:31
oi,ì¡°ë³´,4.56956E+12,Mastercard,21790401,¡ì_____,"37.5781, 127.0498",±ì_(__.600g),25000,¹ì_,2022.12.5 5:08
hyeonjunseo,´ì_,2.26191E+15,JCB 16 digit,16588771,±ì__§¥ì£¼ì_ê°ë§,"37.538, 127.0547",ì£¼ì_ë°¥ì_ ,5000,¹ì_,2022.12.3 15:50
jinhogim,ìµ_²½,4.01234E+15,VISA 19 digit,12666791,__ê¹ë°,"37.5801, 126.8834",©í_´ì_êµ,6000,¹ì_,2022.12.2 7:55
eunyeongi,êµ¬ì_,3.00131E+13,JCB 16 digit,11872930,ì£¼ì_¤ì_,"37.5675, 126.8406",ë¶__ê¸,7000,¹ì_,2022.12.3 7:16
igyeongsug,ê¹ì§,3.74207E+14,JCB 16 digit,17437551,__ë²_¦¬,"37.5498, 126.9208",ì¹¼êµ­,3000,¹ì_,2022.12.1 8:56
migyeonggim,´ì,4.75508E+12,JCB 15 digit,16186354,__,"37.5231, 127.0322", __ì°__ ,4000,¹ì_,2022.11.29 1:11
bageunju,´ëì¤,3.50582E+15,American Express,25821547,¤ì___,"37.5968, 127.0755",ì¹¼êµ­,5000,¹ì_,2022.12.2 8:33
mijeong74,´ë_,3.60957E+13,VISA 19 digit,21943907,ë¹__,"37.5227, 126.9911",´ì_êµ,4300,¹ì_,2022.12.3 23:06
yeongho47,¸í_,6.76349E+11,VISA 13 digit,25540289,__ë¶__,"37.4836, 126.9966",ê°__ì°__,6000,¹ì_,2022.12.2 11:27
ii,´ìì§,4.75876E+12,VISA 19 digit,12029479,¸ì___,"37.5907, 126.9437",_¹¼êµ_,5000,¹ì_,2022.12.5 4:48
jaehyeon53,´ì_,6.01147E+15,JCB 15 digit,25482542,ë¬´ê__³¸_,"37.5698, 127.0792",¼ë_,25000,¹ì_,2022.11.28 11:31
yunseoju,ìµ__ì§,3.78416E+14,VISA 19 digit,14109102,¥ì___±ì_,"37.5763, 127.0031",¨ë___,20000,¹ì_,2022.12.1 20:26
seonyeong39,_,3.62695E+13,VISA 16 digit,21865720,_·¸ë§__¬ì_´ë_,"37.5146, 127.1025",__ë©,4000,¹ì_,2022.11.28 21:09
sangho96,ê¹_,3.59787E+15,Diners Club / Carte Blanche,23487603,___ë°,"37.5529, 126.8306",ê¹ì¹__ê°,5900,¹ì_,2022.12.1 20:26
ijihye,__,6.01171E+15,JCB 15 digit,23368860,__¤ì_ë¡,"37.5121, 127.0842",ì§__ë©,3000,¹ì_,2022.12.5 11:58
anjunho,ë¯¼ìì£,4.56279E+15,Discover,25575142,´ê±°¤í__²½,"37.5333, 127.0039",ì»¤í_,7000,¹ì_,2022.11.30 6:05
ieunseo,ë°_,2.72046E+15,American Express,12641079,ê°__¡ë³¶´ë___,"37.6014, 127.0248",ê¹ì¹__ê°,4500,¹ì_,2022.12.3 0:20
jeongja88,´ì_,2.13151E+14,VISA 13 digit,16097379,´ë¦½____,"37.528, 127.1302",_©´,4500,¹ì_,2022.11.30 0:33
gimyeonghwan,ìµ__,4.48841E+18,JCB 16 digit,12243157,ë°±ë__,"37.5722, 126.9876",__,13000,¹ì_,2022.11.29 0:16
jiweon89,ë¬¸ì_,6.54262E+15,JCB 16 digit,19971488,__ì¿,"37.6174, 126.9199",ê¹ì¹__ê°,4500,¹ì_,2022.12.5 13:33
sim,ë°__,3.7642E+14,VISA 19 digit,24861909,°ë¦¼__,"37.5968, 127.0982",_©´(ë¬),4500,¹ì_,2022.12.2 14:11
tbag,__,2.71761E+15,VISA 19 digit,16584105,¬ë_,"37.5091, 127.1074",ë³´ì_ì£¼ë_ ê°__(2),33000,¹ì_,2022.11.29 8:26
sugjaryu,ê¹¤ì_,4.90072E+15,Maestro,25409814,°ì___,"37.584, 126.9072",_³¼¼ì,3000,¹ì_,2022.11.29 17:09
hyeonugang,__,3.02684E+13,JCB 15 digit,21826617,ì¡°ë_ë£¨ë_¤ê,"37.5985, 126.9141",__,20000,¹ì_,2022.12.4 16:40
gimmyeongja,ì¡°ì,3.75252E+14,JCB 16 digit,21696739,__¸ì___,"37.4903, 127.0896",ê¹ë°,1500,¹ì_,2022.12.4 6:26
hyeonu81,ë°__,4.64277E+18,American Express,22973012,__¤ì_,"37.5386, 126.8332", __ê³_¸° ,6000,¹ì_,2022.11.28 17:13
sunjai,ìµ__ì§,3.73881E+14,Diners Club / Carte Blanche,12580560,ë±__,"37.4905, 126.9251",__ì°__,6000,¹ì_,2022.11.29 19:57
gimyeongsig,_,3.57861E+15,VISA 16 digit,12068291,_¦¬,"37.5749, 127.086",¼ìê°__(êµ200g),10000,¹ì_,2022.11.28 14:50
iyejin,ë°__,1.80052E+14,Discover,11917290,ê´_¦¼´ë¦°´ì_,"37.5243, 127.026",__ë¶ì°__,4900,¹ì_,2022.11.28 21:41
jeongsugim,¤ì_,3.03187E+13,JCB 15 digit,25034029,ëª»ë_ê³__,"37.5817, 126.981",__ë³¶ì_,6000,¹ì_,2022.11.30 13:42
yujinseo,_,3.55725E+15,American Express,22737571,__ê³µì£¼,"37.5602, 126.8458",___°°ê¸,6000,¹ì_,2022.11.28 12:33
qcoe,__ì§,3.52835E+15,Mastercard,25903652,E¬í_ê°¤ë_ë¦,"37.5513, 127.1314",__ì°__,5000,¹ì_,2022.11.28 13:58
ijimin,ê°__ì§,4.67844E+18,Diners Club / Carte Blanche,12609581,ê°ë§____,"37.4687, 126.9404",__ë©,3000,¹ì_,2022.11.28 10:09
seoyeongi,¤ì_,4.48247E+15,American Express,25032061,ë¯¿ì_µì_,"37.5576, 126.909",ì»¤í_,3000,¹ì_,2022.12.3 4:14
myeongja32,´ì_ê¸,3.42167E+14,VISA 16 digit,12249478,ì²____,"37.5656, 127.0018",ê¹ì¹__ê°,5000,¹ì_,2022.12.5 19:13
ljang,´ë_,3.52788E+15,JCB 16 digit,17438787,___,"37.4889, 127.0338",ê°__ë°±ë_,5000,¹ì_,2022.11.29 0:31
minjibag,´ë,3.50196E+15,VISA 19 digit,17131702,3Hì§_¹¨,"37.5357, 127.0957",¼ê²¹,12000,¹ì_,2022.11.30 5:39
byeongceoli,±ì_,4.6488E+15,VISA 19 digit,20769033,ë¹__¸í_,"37.516, 127.0305",_,5000,¹ì_,2022.12.1 11:54
sangceol41,__ì§,4.09259E+12,JCB 16 digit,12249189,MSKê¸____,"37.5727, 127.0203",ê¹ì¹__ê°_°±ë°,5000,¹ì_,2022.12.5 11:46
gimjiyeon,ê°__,6.52359E+15,VISA 13 digit,22030771,·ì_´ì_ê¸,"37.5365, 127.0649",ì¹¼êµ­,4000,¹ì_,2022.11.28 11:20
asong,´ì_ì§,3.04622E+13,American Express,11964311,ë¹_,"37.5482, 127.1068",__,8000,¹ì_,2022.12.3 22:27
jeongminjun,´ì_,3.53598E+15,Discover,22449437,ê´____,"37.4829, 127.0796",¼ê²¹,10000,¹ì_,2022.11.30 9:27
junhyeog04,__,2.13154E+14,Maestro,26148141,ë©_¥´,"37.5697, 126.99",¼ê²¹,9900,¹ì_,2022.12.4 19:42
